1,0
2,baseGame
3,0
4,baseGame
5,0
6,0
7,baseGame
8,baseGame
9,0
10,0
11,baseGame
12,0
13,0
14,baseGame
15,0
16,baseGame
17,baseGame
18,baseGame
19,0
20,0
21,baseGame
22,baseGame
23,baseGame
24,freeGame
25,baseGame
26,0
27,0
28,baseGame
29,freeGame
30,freeGame
31,0
32,baseGame
33,baseGame
34,baseGame
35,baseGame
36,baseGame
37,0
38,baseGame
39,0
40,baseGame
41,baseGame
42,baseGame
43,0
44,0
45,baseGame
46,baseGame
47,baseGame
48,baseGame
49,baseGame
50,baseGame
51,baseGame
52,baseGame
53,0
54,0
55,baseGame
56,baseGame
57,0
58,freeGame
59,0
60,baseGame
61,baseGame
62,baseGame
63,0
64,0
65,0
66,0
67,baseGame
68,baseGame
69,0
70,baseGame
71,0
72,freeGame
73,baseGame
74,baseGame
75,freeGame
76,0
77,baseGame
78,0
79,baseGame
80,0
81,freeGame
82,baseGame
83,baseGame
84,freeGame
85,baseGame
86,baseGame
87,0
88,0
89,baseGame
90,0
91,baseGame
92,baseGame
93,baseGame
94,baseGame
95,baseGame
96,baseGame
97,baseGame
98,baseGame
99,0
100,0
101,0
102,0
103,0
104,freeGame
105,0
106,baseGame
107,baseGame
108,baseGame
109,0
110,baseGame
111,0
112,freeGame
113,baseGame
114,baseGame
115,baseGame
116,0
117,freeGame
118,baseGame
119,baseGame
120,0
121,baseGame
122,baseGame
123,0
124,baseGame
125,0
126,baseGame
127,baseGame
128,0
129,baseGame
130,baseGame
131,freeGame
132,baseGame
133,baseGame
134,baseGame
135,baseGame
136,baseGame
137,baseGame
138,0
139,0
140,0
141,baseGame
142,0
143,0
144,freeGame
145,baseGame
146,freeGame
147,baseGame
148,0
149,baseGame
150,baseGame
151,0
152,0
153,0
154,0
155,0
156,baseGame
157,0
158,baseGame
159,freeGame
160,0
161,baseGame
162,freeGame
163,0
164,baseGame
165,baseGame
166,baseGame
167,0
168,0
169,0
170,baseGame
171,0
172,baseGame
173,baseGame
174,0
175,baseGame
176,baseGame
177,0
178,0
179,freeGame
180,baseGame
181,0
182,0
183,baseGame
184,0
185,baseGame
186,baseGame
187,baseGame
188,0
189,freeGame
190,baseGame
191,0
192,0
193,freeGame
194,freeGame
195,baseGame
196,baseGame
197,0
198,baseGame
199,0
200,baseGame
201,baseGame
202,0
203,baseGame
204,0
205,0
206,0
207,baseGame
208,baseGame
209,baseGame
210,baseGame
211,0
212,0
213,freeGame
214,0
215,baseGame
216,baseGame
217,0
218,baseGame
219,baseGame
220,freeGame
221,baseGame
222,0
223,baseGame
224,freeGame
225,0
226,baseGame
227,baseGame
228,baseGame
229,0
230,freeGame
231,baseGame
232,baseGame
233,freeGame
234,baseGame
235,0
236,0
237,0
238,0
239,baseGame
240,baseGame
241,baseGame
242,0
243,0
244,baseGame
245,baseGame
246,freeGame
247,baseGame
248,0
249,0
250,baseGame
251,baseGame
252,0
253,freeGame
254,0
255,0
256,0
257,baseGame
258,0
259,baseGame
260,baseGame
261,baseGame
262,baseGame
263,baseGame
264,0
265,0
266,baseGame
267,0
268,baseGame
269,0
270,0
271,baseGame
272,freeGame
273,baseGame
274,0
275,0
276,0
277,baseGame
278,baseGame
279,baseGame
280,baseGame
281,baseGame
282,0
283,0
284,0
285,baseGame
286,baseGame
287,baseGame
288,baseGame
289,baseGame
290,baseGame
291,baseGame
292,freeGame
293,baseGame
294,baseGame
295,baseGame
296,0
297,0
298,0
299,0
300,freeGame
301,freeGame
302,0
303,baseGame
304,baseGame
305,baseGame
306,baseGame
307,baseGame
308,baseGame
309,0
310,0
311,0
312,0
313,baseGame
314,0
315,baseGame
316,0
317,baseGame
318,baseGame
319,baseGame
320,0
321,baseGame
322,0
323,baseGame
324,0
325,baseGame
326,freeGame
327,0
328,baseGame
329,baseGame
330,baseGame
331,0
332,0
333,baseGame
334,baseGame
335,baseGame
336,0
337,baseGame
338,0
339,0
340,0
341,freeGame
342,freeGame
343,baseGame
344,baseGame
345,freeGame
346,0
347,baseGame
348,baseGame
349,baseGame
350,baseGame
351,baseGame
352,baseGame
353,0
354,baseGame
355,baseGame
356,baseGame
357,0
358,baseGame
359,baseGame
360,freeGame
361,0
362,0
363,0
364,0
365,baseGame
366,baseGame
367,0
368,baseGame
369,0
370,0
371,baseGame
372,baseGame
373,0
374,0
375,baseGame
376,0
377,baseGame
378,0
379,baseGame
380,0
381,0
382,0
383,baseGame
384,baseGame
385,0
386,baseGame
387,freeGame
388,0
389,baseGame
390,baseGame
391,0
392,0
393,0
394,0
395,baseGame
396,0
397,0
398,0
399,baseGame
400,baseGame
401,baseGame
402,baseGame
403,baseGame
404,freeGame
405,baseGame
406,baseGame
407,0
408,0
409,0
410,0
411,0
412,baseGame
413,0
414,0
415,0
416,0
417,baseGame
418,0
419,baseGame
420,0
421,baseGame
422,baseGame
423,baseGame
424,baseGame
425,baseGame
426,baseGame
427,0
428,freeGame
429,0
430,0
431,baseGame
432,0
433,0
434,0
435,0
436,freeGame
437,baseGame
438,baseGame
439,baseGame
440,0
441,0
442,0
443,freeGame
444,baseGame
445,0
446,freeGame
447,0
448,baseGame
449,freeGame
450,baseGame
451,0
452,baseGame
453,0
454,baseGame
455,0
456,0
457,0
458,baseGame
459,baseGame
460,baseGame
461,baseGame
462,0
463,freeGame
464,0
465,baseGame
466,0
467,baseGame
468,baseGame
469,0
470,freeGame
471,0
