1,1,0.00
2,1,0.00
3,1,0.00
4,1,1.60
5,1,0.00
6,1,0.00
7,1,1.20
8,1,34.70
9,1,0.00
10,1,0.00
11,1,0.00
12,1,0.00
13,1,0.00
14,1,0.00
15,1,0.00
16,1,0.00
17,1,0.00
18,1,0.00
19,1,0.00
20,1,0.00
21,1,0.00
22,1,0.00
23,1,9.40
24,1,28.00
25,1,0.00
26,1,0.00
27,1,0.00
28,1,10.30
29,1,673.70
30,1,138.10
31,1,0.00
32,1,1.30
33,1,18.60
34,1,3.50
35,1,2.10
36,1,0.00
37,1,0.00
38,1,0.00
39,1,0.00
40,1,0.00
41,1,0.00
42,1,0.00
43,1,0.00
44,1,0.00
45,1,0.00
46,1,0.20
47,1,0.00
48,1,0.20
49,1,2.00
50,1,2.50
51,1,3.60
52,1,82.10
53,1,0.00
54,1,0.00
55,1,0.40
56,1,2.00
57,1,0.00
58,1,252.50
59,1,0.00
60,1,3.50
61,1,0.00
62,1,0.00
63,1,0.00
64,1,0.00
65,1,0.00
66,1,0.00
67,1,19.00
68,1,34.80
69,1,0.00
70,1,0.00
71,1,0.00
72,1,14.20
73,1,2.00
74,1,0.00
75,1,363.50
76,1,0.00
77,1,5.60
78,1,0.00
79,1,0.00
80,1,0.00
81,1,267.70
82,1,5.20
83,1,0.00
84,1,582.90
85,1,0.00
86,1,1.20
87,1,0.00
88,1,0.00
89,1,0.00
90,1,0.00
91,1,0.20
92,1,2.50
93,1,0.00
94,1,0.00
95,1,0.00
96,1,1.00
97,1,51.50
98,1,0.00
99,1,0.00
100,1,0.00
101,1,0.00
102,1,0.00
103,1,0.00
104,1,116.80
105,1,0.00
106,1,0.00
107,1,3.70
108,1,0.00
109,1,0.00
110,1,1.20
111,1,0.00
112,1,600.00
113,1,6.50
114,1,0.00
115,1,3.00
116,1,0.00
117,1,5000.00
118,1,0.00
119,1,4.50
120,1,0.00
121,1,0.00
122,1,17.50
123,1,0.00
124,1,1.60
125,1,0.00
126,1,0.00
127,1,5.00
128,1,0.00
129,1,2.50
130,1,2.40
131,1,619.20
132,1,0.00
133,1,0.00
134,1,6.00
135,1,0.00
136,1,1.00
137,1,0.00
138,1,0.00
139,1,0.00
140,1,0.00
141,1,0.00
142,1,0.00
143,1,0.00
144,1,4.70
145,1,0.00
146,1,192.80
147,1,0.00
148,1,0.00
149,1,3.00
150,1,0.40
151,1,0.00
152,1,0.00
153,1,0.00
154,1,0.00
155,1,0.00
156,1,2.00
157,1,0.00
158,1,0.00
159,1,39.50
160,1,0.00
161,1,2.50
162,1,1929.50
163,1,0.00
164,1,1.00
165,1,21.60
166,1,0.00
167,1,0.00
168,1,0.00
169,1,0.00
170,1,0.00
171,1,0.00
172,1,6.00
173,1,7.10
174,1,0.00
175,1,0.00
176,1,1.00
177,1,0.00
178,1,0.00
179,1,15.90
180,1,0.00
181,1,0.00
182,1,0.00
183,1,1.50
184,1,0.00
