1,1.3,135.5
2,0.0,5000.0
3,0.0,22.4
4,6.0,127.2
5,0.0,170.1
6,0.0,441.6
7,0.0,924.7
8,0.0,208.0
9,0.0,280.2
10,0.0,23.1
11,0.4,4.9
12,0.0,417.5
13,0.0,337.8
14,1.0,308.1
15,0.0,1196.5
16,1.5,45.2
17,0.0,66.3
18,0.0,203.5
19,0.0,163.0
20,0.0,52.6
21,0.0,14.6
22,0.0,74.0
23,0.0,321.3
24,0.0,64.0
25,0.0,217.6
26,0.0,24.2
27,0.0,13.0
28,1.9,211.9
29,0.0,126.9
30,0.0,203.2
31,0.0,6.0
32,0.0,35.9
33,0.6,10.2
34,0.0,4.5
35,0.0,15.0
36,5.0,214.3
37,2.0,80.5
38,1.3,116.9
39,0.0,162.9
40,0.0,0.0
41,0.4,84.0
42,2.0,34.7
43,0.0,790.1
44,3.2,0.0
45,1.3,269.8
46,1.0,185.0
47,0.0,0.0
48,0.0,23.2
49,0.0,51.6
50,0.0,765.6
