1,1,101.20
2,1,32.30
3,1,0.90
4,1,3.00
5,1,22.10
6,1,42.00
7,1,59.40
8,1,12.00
9,1,0.00
10,1,6.80
11,1,0.00
12,1,12.00
13,1,4.00
14,1,7.60
15,1,70.40
16,1,0.00
17,1,9.00
18,1,4.40
19,1,0.00
20,1,28.40
21,1,163.00
22,1,18.00
23,1,30.80
24,1,35.00
25,1,0.00
26,1,41.40
27,1,0.00
28,1,5.60
29,1,21.80
30,1,25.00
31,1,130.60
32,1,6.00
33,1,8.80
34,1,0.00
35,1,138.80
36,1,7.20
37,1,876.00
38,1,1.60
39,1,2.50
40,1,37.40
41,1,19.80
42,1,4.80
43,1,619.00
44,1,16.00
45,1,0.00
46,1,14.60
47,1,6.40
48,1,12.60
49,1,8.50
50,1,0.00
51,1,484.00
52,1,18.40
53,1,80.00
54,1,11.20
55,1,2.00
56,1,33.70
57,1,10.70
58,1,0.20
59,1,2.60
60,1,0.80
61,1,0.00
62,1,44.40
63,1,1.60
64,1,2.00
65,1,0.00
66,1,4.80
67,1,8.40
68,1,90.50
69,1,6.00
70,1,3.00
71,1,36.30
72,1,2.00
73,1,3.20
74,1,90.80
75,1,8.00
76,1,0.00
77,1,7.80
78,1,0.40
79,1,0.00
80,1,1.00
81,1,28.00
82,1,60.80
83,1,3.20
84,1,16.20
85,1,9.60
86,1,7.20
87,1,27.40
88,1,2.00
89,1,0.00
90,1,18.20
91,1,181.00
92,1,0.00
93,1,34.80
94,1,4.00
95,1,1.80
96,1,125.80
97,1,46.40
98,1,74.00
99,1,49.60
100,1,0.00
