1,1,0.00
2,1,32.30
3,1,0.00
4,1,0.00
5,1,0.00
6,1,0.00
7,1,59.40
8,1,0.00
9,1,0.00
10,1,0.00
11,1,0.00
12,1,0.00
13,1,0.00
14,1,0.00
15,1,0.00
16,1,0.00
17,1,0.00
18,1,0.00
19,1,0.00
20,1,2.00
21,1,0.00
22,1,18.00
23,1,0.00
24,1,35.00
25,1,0.00
26,1,0.00
27,1,0.00
28,1,0.00
29,1,0.00
30,1,0.00
31,1,130.60
32,1,0.00
33,1,0.00
34,1,0.00
35,1,0.00
36,1,0.00
37,1,0.00
38,1,0.00
39,1,0.00
40,1,0.00
41,1,1.60
42,1,0.00
43,1,619.00
44,1,0.00
45,1,0.00
46,1,0.00
47,1,0.00
48,1,0.00
49,1,0.80
50,1,0.00
51,1,0.00
52,1,0.00
53,1,0.00
54,1,0.00
55,1,0.00
56,1,1.60
57,1,0.00
58,1,0.00
59,1,2.60
60,1,0.50
61,1,0.00
62,1,0.00
63,1,0.00
64,1,2.00
65,1,0.40
66,1,0.00
67,1,0.00
68,1,0.00
69,1,0.00
70,1,0.00
71,1,0.00
72,1,0.00
73,1,0.00
74,1,0.80
75,1,0.00
76,1,0.00
77,1,0.00
78,1,0.00
79,1,0.00
80,1,0.00
81,1,0.00
82,1,0.00
83,1,0.00
84,1,0.00
85,1,0.00
86,1,0.00
87,1,0.00
88,1,0.00
89,1,0.00
90,1,0.00
91,1,0.00
92,1,0.00
93,1,0.00
94,1,0.00
95,1,0.00
96,1,2.00
97,1,0.00
98,1,74.00
99,1,0.00
100,1,0.00
